1_ortho,2_phon,18_p_cvcv,24_nbsyll
implacablement,5plakabl°m@,VCCVCVCCVCV,5
implacables,5plakabl,VCCVCVCC,3
implant,5pl@,VCCV,2
implanta,5pl@ta,VCCVCV,3
implantable,5pl@tabl,VCCVCVCC,3
implantaient,5pl@tE,VCCVCV,3
implantais,5pl@tE,VCCVCV,3
implantait,5pl@tE,VCCVCV,3
implantant,5pl@t@,VCCVCV,3
implantation,5pl@tasj§,VCCVCVCYV,4
implantations,5pl@tasj§,VCCVCVCYV,4
implante,5pl@t,VCCVC,2
implantent,5pl@t,VCCVC,2
implanter,5pl@te,VCCVCV,3
implantez,5pl@te,VCCVCV,3
implantiez,5pl@tje,VCCVCYV,3
implantons,5pl@t§,VCCVCV,3
implants,5pl@,VCCV,2
implanté,5pl@te,VCCVCV,3
implanté,5pl@te,VCCVCV,3
implantée,5pl@te,VCCVCV,3
implantée,5pl@te,VCCVCV,3
implantées,5pl@te,VCCVCV,3
implantées,5pl@te,VCCVCV,3
implantés,5pl@te,VCCVCV,3
implantés,5pl@te,VCCVCV,3
implication,5plikasj§,VCCVCVCYV,4
implications,5plikasj§,VCCVCVCYV,4
implicite,5plisit,VCCVCVC,3
implicitement,5plisit°m@,VCCVCVCVCV,5
implicites,5plisit,VCCVCVC,3
impliqua,5plika,VCCVCV,3
impliquaient,5plikE,VCCVCV,3
impliquait,5plikE,VCCVCV,3
impliquant,5plik@,VCCVCV,3
implique,5plik,VCCVC,2
impliquent,5plik,VCCVC,2
impliquer,5plike,VCCVCV,3
impliquera,5plik°Ra,VCCVCVCV,4
impliquerai,5plik°RE,VCCVCVCV,4
impliquerais,5plik°RE,VCCVCVCV,4
impliquerait,5plik°RE,VCCVCVCV,4
impliquerons,5plik°R§,VCCVCVCV,4
impliqueront,5plik°R§,VCCVCVCV,4
impliquez,5plike,VCCVCV,3
impliquions,5plikj§,VCCVCYV,3
impliquons,5plik§,VCCVCV,3
impliquât,5plika,VCCVCV,3
impliqué,5plike,VCCVCV,3
impliquée,5plike,VCCVCV,3
impliquées,5plike,VCCVCV,3
impliqués,5plike,VCCVCV,3
implora,5ploRa,VCCVCV,3
implorai,5ploRE,VCCVCV,3
imploraient,5ploRE,VCCVCV,3
implorais,5ploRE,VCCVCV,3
implorait,5ploRE,VCCVCV,3
implorant,5ploR@,VCCVCV,3
implorant,5ploR@,VCCVCV,3
implorante,5ploR@t,VCCVCVC,3
implorantes,5ploR@t,VCCVCVC,3
implorants,5ploR@,VCCVCV,3
imploration,5ploRasj§,VCCVCVCYV,4
implorations,5ploRasj§,VCCVCVCYV,4
implore,5plOR,VCCVC,2
implorent,5plOR,VCCVC,2
implorer,5ploRe,VCCVCV,3
implorera,5plOR°Ra,VCCVCVCV,4
implorerai,5plOR°RE,VCCVCVCV,4
implorerais,5plOR°RE,VCCVCVCV,4
implorerez,5plOR°Re,VCCVCVCV,4
imploreront,5plOR°R§,VCCVCVCV,4
implorez,5ploRe,VCCVCV,3
imploriez,5ploRje,VCCVCYV,3
implorons,5ploR§,VCCVCV,3
implorèrent,5plORER,VCCVCVC,3
imploré,5ploRe,VCCVCV,3
implorée,5ploRe,VCCVCV,3
implose,5ploz,VCCVC,2
implosent,5ploz,VCCVC,2
imploser,5ploze,VCCVCV,3
implosera,5ploz°Ra,VCCVCVCV,4
implosez,5ploze,VCCVCV,3
implosif,5plozif,VCCVCVC,3
implosifs,5plozif,VCCVCVC,3
implosion,5plozj§,VCCVCYV,3
implosive,5ploziv,VCCVCVC,3
implosives,5ploziv,VCCVCVC,3
implémentation,5plem@tasj§,VCCVCVCVCYV,5
implémenter,5plem@te,VCCVCVCV,4
impoli,5poli,VCVCV,3
impoli,5poli,VCVCV,3
impolie,5poli,VCVCV,3
impolie,5poli,VCVCV,3
impoliment,5polim@,VCVCVCV,4
impolis,5poli,VCVCV,3
impolis,5poli,VCVCV,3
impolitesse,5politEs,VCVCVCVC,4
impolitesses,5politEs,VCVCVCVC,4
impollu,5pOly,VCVCV,3
impolluable,5pOl8abl,VCVCYVCC,3
impollué,5pol8e,VCVCYV,3
impolluée,5pol8e,VCVCYV,3
impolluées,5pol8e,VCVCYV,3
impollués,5pol8e,VCVCYV,3
impondérable,5p§deRabl,VCVCVCVCC,4
impondérable,5p§deRabl,VCVCVCVCC,4
impondérables,5p§deRabl,VCVCVCVCC,4
impondérables,5p§deRabl,VCVCVCVCC,4
impopulaire,5popylER,VCVCVCVC,4
impopulaires,5popylER,VCVCVCVC,4
impopularité,5popylaRite,VCVCVCVCVCV,6
import,5pOR,VCVC,2
import-export,5pOREkspOR,VCVCVCCCVC,4
importa,5pORta,VCVCCV,3
importable,5pORtabl,VCVCCVCC,3
importables,5pORtabl,VCVCCVCC,3
importaient,5pORtE,VCVCCV,3
importait,5pORtE,VCVCCV,3
importance,5pORt@s,VCVCCVC,3
importances,5pORt@s,VCVCCVC,3
important,5pORt@,VCVCCV,3
important,5pORt@,VCVCCV,3
important,5pORt@,VCVCCV,3
importante,5pORt@t,VCVCCVC,3
importantes,5pORt@t,VCVCCVC,3
importants,5pORt@,VCVCCV,3
importants,5pORt@,VCVCCV,3
importateur,5pORtat9R,VCVCCVCVC,4
importateur,5pORtat9R,VCVCCVCVC,4
importateurs,5pORtat9R,VCVCCVCVC,4
importation,5pORtasj§,VCVCCVCYV,4
importations,5pORtasj§,VCVCCVCYV,4
importe,5pORt,VCVCC,2
importent,5pORt,VCVCC,2
importer,5pORte,VCVCCV,3
importera,5pORt°Ra,VCVCCVCV,4
importeraient,5pORt°RE,VCVCCVCV,4
importerait,5pORt°RE,VCVCCVCV,4
importes,5pORt,VCVCC,2
imports,5pOR,VCVC,2
importun,5pORt1,VCVCCV,3
importun,5pORt1,VCVCCV,3
importuna,5pORtyna,VCVCCVCV,4
importunaient,5pORtynE,VCVCCVCV,4
importunais,5pORtynE,VCVCCVCV,4
importunait,5pORtynE,VCVCCVCV,4
importune,5pORtyn,VCVCCVC,3
importune,5pORtyn,VCVCCVC,3
importune,5pORtyn,VCVCCVC,3
importunent,5pORtyn,VCVCCVC,3
importuner,5pORtyne,VCVCCVCV,4
importunerai,5pORtyn°RE,VCVCCVCVCV,5
importunerait,5pORtyn°RE,VCVCCVCVCV,5
importunerez,5pORtyn°Re,VCVCCVCVCV,5
importunerons,5pORtyn°R§,VCVCCVCVCV,5
importunes,5pORtyn,VCVCCVC,3
importunes,5pORtyn,VCVCCVC,3
importunes,5pORtyn,VCVCCVC,3
importunez,5pORtyne,VCVCCVCV,4
importunités,5pORtynite,VCVCCVCVCV,5
importuns,5pORt1,VCVCCV,3
importuns,5pORt1,VCVCCV,3
importunât,5pORtyna,VCVCCVCV,4
importuné,5pORtyne,VCVCCVCV,4
importunée,5pORtyne,VCVCCVCV,4
importunés,5pORtyne,VCVCCVCV,4
importât,5pORta,VCVCCV,3
importé,5pORte,VCVCCV,3
importé,5pORte,VCVCCV,3
importée,5pORte,VCVCCV,3
importée,5pORte,VCVCCV,3
importées,5pORte,VCVCCV,3
importées,5pORte,VCVCCV,3
importés,5pORte,VCVCCV,3
importés,5pORte,VCVCCV,3
imposa,5poza,VCVCV,3
imposable,5pozabl,VCVCVCC,3
imposables,5pozabl,VCVCVCC,3
imposai,5pozE,VCVCV,3
imposaient,5pozE,VCVCV,3
imposais,5pozE,VCVCV,3
imposait,5pozE,VCVCV,3
imposant,5poz@,VCVCV,3
imposant,5poz@,VCVCV,3
imposante,5poz@t,VCVCVC,3
imposantes,5poz@t,VCVCVC,3
imposants,5poz@,VCVCV,3
imposassent,5pozas,VCVCVC,3
impose,5poz,VCVC,2
imposent,5poz,VCVC,2
imposer,5poze,VCVCV,3
imposera,5poz°Ra,VCVCVCV,4
imposerai,5poz°RE,VCVCVCV,4
imposeraient,5poz°RE,VCVCVCV,4
imposerais,5poz°RE,VCVCVCV,4
imposerait,5poz°RE,VCVCVCV,4
imposerez,5poz°Re,VCVCVCV,4
imposerions,5poz°Rj§,VCVCVCYV,4
imposerons,5poz°R§,VCVCVCV,4
imposeront,5poz°R§,VCVCVCV,4
imposes,5poz,VCVC,2
imposez,5poze,VCVCV,3
imposiez,5pozje,VCVCYV,3
imposition,5pozisj§,VCVCVCYV,4
impositions,5pozisj§,VCVCVCYV,4
imposons,5poz§,VCVCV,3
impossibilité,5posibilite,VCVCVCVCVCV,6
impossibilités,5posibilite,VCVCVCVCVCV,6
impossible,5posibl,VCVCVCC,3
impossible,5posibl,VCVCVCC,3
impossibles,5posibl,VCVCVCC,3
impossibles,5posibl,VCVCVCC,3
imposte,5pOst,VCVCC,2
imposteur,5pOst9R,VCVCCVC,3
imposteurs,5pOst9R,VCVCCVC,3
imposture,5pOstyR,VCVCCVC,3
impostures,5pOstyR,VCVCCVC,3
imposât,5poza,VCVCV,3
imposèrent,5pozER,VCVCVC,3
imposé,5poze,VCVCV,3
imposé,5poze,VCVCV,3
imposé,5poze,VCVCV,3
imposée,5poze,VCVCV,3
imposée,5poze,VCVCV,3
imposée,5poze,VCVCV,3
imposées,5poze,VCVCV,3
imposées,5poze,VCVCV,3
imposés,5poze,VCVCV,3
imposés,5poze,VCVCV,3
impotence,5pot@s,VCVCVC,3
impotent,5pot@,VCVCV,3
impotent,5pot@,VCVCV,3
impotente,5pot@t,VCVCVC,3
impotente,5pot@t,VCVCVC,3
impotentes,5pot@t,VCVCVC,3
impotents,5pot@,VCVCV,3
impotents,5pot@,VCVCV,3
impraticabilité,5pRatikabilite,VCCVCVCVCVCVCV,7
impraticable,5pRatikabl,VCCVCVCVCC,4
impraticables,5pRatikabl,VCCVCVCVCC,4
impratique,5pRatik,VCCVCVC,3
imprenable,5pR2nabl,VCCVCVCC,3
imprenables,5pR2nabl,VCCVCVCC,3
impresarii,5pResaRi,VCCVCVCV,4
impresario,5pResaRjo,VCCVCVCYV,4
impresarios,5pResaRjo,VCCVCVCYV,4
imprescriptible,5pREskRiptibl,VCCVCCCVCCVCC,4
imprescriptibles,5pREskRiptibl,VCCVCCCVCCVCC,4
impression,5pResj§,VCCVCYV,3
impressionna,5pREsjona,VCCVCYVCV,4
impressionnable,5pResjonabl,VCCVCYVCVCC,4
impressionnables,5pResjonabl,VCCVCYVCVCC,4
impressionnaient,5pREsjonE,VCCVCYVCV,4
impressionnais,5pResjonE,VCCVCYVCV,4
impressionnait,5pREsjonE,VCCVCYVCV,4
impressionnant,5pResjon@,VCCVCYVCV,4
impressionnant,5pResjon@,VCCVCYVCV,4
impressionnante,5pResjon@t,VCCVCYVCVC,4
impressionnantes,5pResjon@t,VCCVCYVCVC,4
impressionnants,5pResjon@,VCCVCYVCV,4
impressionne,5pREsjOn,VCCVCYVC,3
impressionnent,5pREsjOn,VCCVCYVC,3
impressionner,5pResjone,VCCVCYVCV,4
impressionnera,5pREsjOn°Ra,VCCVCYVCVCV,5
impressionnerait,5pREsjOn°RE,VCCVCYVCVCV,5
impressionneras,5pResjOn°Ra,VCCVCYVCVCV,5
impressionneront,5pREsjOn°R§,VCCVCYVCVCV,5
impressionnes,5pREsjOn,VCCVCYVC,3
impressionnez,5pREsjone,VCCVCYVCV,4
impressionnisme,5pResjonizm,VCCVCYVCVCC,4
impressionniste,5pResjonist,VCCVCYVCVCC,4
impressionniste,5pResjonist,VCCVCYVCVCC,4
impressionnistes,5pREsjonist,VCCVCYVCVCC,4
impressionnistes,5pREsjonist,VCCVCYVCVCC,4
impressionnât,5pREsjona,VCCVCYVCV,4
impressionnèrent,5pREsjonER,VCCVCYVCVC,4
impressionné,5pResjone,VCCVCYVCV,4
impressionnée,5pResjone,VCCVCYVCV,4
impressionnées,5pResjone,VCCVCYVCV,4
impressionnés,5pResjone,VCCVCYVCV,4
impressions,5pResj§,VCCVCYV,3
impressive,5pResiv,VCCVCVC,3
imprima,5pRima,VCCVCV,3
imprimable,5pRimabl,VCCVCVCC,3
imprimaient,5pRimE,VCCVCV,3
imprimais,5pRimE,VCCVCV,3
imprimait,5pRimE,VCCVCV,3
imprimant,5pRim@,VCCVCV,3
imprimante,5pRim@t,VCCVCVC,3
imprimatur,5pRimatyR,VCCVCVCVC,4
imprime,5pRim,VCCVC,2
impriment,5pRim,VCCVC,2
imprimer,5pRime,VCCVCV,3
imprimera,5pRim°Ra,VCCVCVCV,4
imprimerai,5pRim°RE,VCCVCVCV,4
imprimerait,5pRim°RE,VCCVCVCV,4
imprimeras,5pRim°Ra,VCCVCVCV,4
imprimerie,5pRim°Ri,VCCVCVCV,4
imprimeries,5pRim°Ri,VCCVCVCV,4
imprimerons,5pRim°R§,VCCVCVCV,4
imprimeur,5pRim9R,VCCVCVC,3
imprimeurs,5pRim9R,VCCVCVC,3
imprimez,5pRime,VCCVCV,3
imprimèrent,5pRimER,VCCVCVC,3
imprimé,5pRime,VCCVCV,3
imprimé,5pRime,VCCVCV,3
imprimée,5pRime,VCCVCV,3
imprimées,5pRime,VCCVCV,3
imprimés,5pRime,VCCVCV,3
imprimés,5pRime,VCCVCV,3
impro,5pRo,VCCV,2
improbabilité,5pRobabilite,VCCVCVCVCVCV,6
improbable,5pRobabl,VCCVCVCC,3
improbables,5pRobabl,VCCVCVCC,3
improductif,5pRodyktif,VCCVCVCCVC,4
improductifs,5pRodyktif,VCCVCVCCVC,4
improductive,5pRodyktiv,VCCVCVCCVC,4
improductives,5pRodyktiv,VCCVCVCCVC,4
impromptu,5pR§pty,VCCVCCV,3
impromptu,5pR§pty,VCCVCCV,3
impromptu,5pR§pty,VCCVCCV,3
impromptue,5pR§pty,VCCVCCV,3
impromptues,5pR§pty,VCCVCCV,3
impromptus,5pR§pty,VCCVCCV,3
impromptus,5pR§pty,VCCVCCV,3
imprononcé,5pROn§se,VCCVCVCV,4
imprononçable,5pRon§sabl,VCCVCVCVCC,4
imprononçables,5pRon§sabl,VCCVCVCVCC,4
impropre,5pROpR,VCCVCC,2
improprement,5pROpR°m@,VCCVCCVCV,4
impropres,5pROpR,VCCVCC,2
impropriétés,5pRopRijete,VCCVCCVYVCV,5
improuva,5pRuva,VCCVCV,3
improuvable,5pRuvabl,VCCVCVCC,3
improvisa,5pRoviza,VCCVCVCV,4
improvisade,5pROvizad,VCCVCVCVC,4
improvisai,5pRovizE,VCCVCVCV,4
improvisaient,5pRovizE,VCCVCVCV,4
improvisais,5pRovizE,VCCVCVCV,4
improvisait,5pRovizE,VCCVCVCV,4
improvisant,5pRoviz@,VCCVCVCV,4
improvisateur,5pRovizat9R,VCCVCVCVCVC,5
improvisateurs,5pRovizat9R,VCCVCVCVCVC,5
improvisation,5pRovizasj§,VCCVCVCVCYV,5
improvisations,5pRovizasj§,VCCVCVCVCYV,5
improvise,5pRoviz,VCCVCVC,3
improvisent,5pRoviz,VCCVCVC,3
improviser,5pRovize,VCCVCVCV,4
improvisera,5pRoviz°Ra,VCCVCVCVCV,5
improviserai,5pRoviz°RE,VCCVCVCVCV,5
improviserons,5pRoviz°R§,VCCVCVCVCV,5
improvisez,5pRovize,VCCVCVCV,4
improvisions,5pRovizj§,VCCVCVCYV,4
improvisons,5pRoviz§,VCCVCVCV,4
improvisèrent,5pRovizER,VCCVCVCVC,4
improvisé,5pRovize,VCCVCVCV,4
improvisé,5pRovize,VCCVCVCV,4
improvisée,5pRovize,VCCVCVCV,4
improvisée,5pRovize,VCCVCVCV,4
improvisées,5pRovize,VCCVCVCV,4
improvisées,5pRovize,VCCVCVCV,4
improvisés,5pRovize,VCCVCVCV,4
improvisés,5pRovize,VCCVCVCV,4
imprudemment,5pRydam@,VCCVCVCV,4
imprudence,5pRyd@s,VCCVCVC,3
imprudences,5pRyd@s,VCCVCVC,3
imprudent,5pRyd@,VCCVCV,3
imprudent,5pRyd@,VCCVCV,3
imprudente,5pRyd@t,VCCVCVC,3
imprudentes,5pRyd@t,VCCVCVC,3
imprudents,5pRyd@,VCCVCV,3
imprudents,5pRyd@,VCCVCV,3
imprègne,5pREN,VCCVC,2
imprègnent,5pREN,VCCVC,2
imprécateur,5pRekat9R,VCCVCVCVC,4
imprécation,5pRekasj§,VCCVCVCYV,4
imprécations,5pRekasj§,VCCVCVCYV,4
imprécis,5pResi,VCCVCV,3
imprécisable,5pResizabl,VCCVCVCVCC,4
imprécise,5pResiz,VCCVCVC,3
imprécises,5pResiz,VCCVCVC,3
imprécision,5pResizj§,VCCVCVCYV,4
imprécisions,5pResizj§,VCCVCVCYV,4
imprégna,5pReNa,VCCVCV,3
imprégnaient,5pReNE,VCCVCV,3
imprégnais,5pReNE,VCCVCV,3
imprégnait,5pReNE,VCCVCV,3
imprégnant,5pReN@,VCCVCV,3
imprégnant,5pReN@,VCCVCV,3
imprégnation,5pReNasj§,VCCVCVCYV,4
imprégnations,5pReNasj§,VCCVCVCYV,4
imprégner,5pReNe,VCCVCV,3
imprégnez,5pReNe,VCCVCV,3
imprégnèrent,5pReNER,VCCVCVC,3
imprégné,5pReNe,VCCVCV,3
imprégné,5pReNe,VCCVCV,3
imprégnée,5pReNe,VCCVCV,3
imprégnée,5pReNe,VCCVCV,3
imprégnées,5pReNe,VCCVCV,3
imprégnées,5pReNe,VCCVCV,3
imprégnés,5pReNe,VCCVCV,3
imprégnés,5pReNe,VCCVCV,3
impréparation,5pRepaRasj§,VCCVCVCVCYV,5
imprésario,5pResaRjo,VCCVCVCYV,4
imprésarios,5pResaRjo,VCCVCVCYV,4
imprésentable,5pRez@tabl,VCCVCVCVCC,4
imprésentables,5pRez@tabl,VCCVCVCVCC,4
imprévisibilité,5pRevizibilite,VCCVCVCVCVCVCV,7
imprévisible,5pRevizibl,VCCVCVCVCC,4
imprévisiblement,5pRevizibl2m@,VCCVCVCVCCVCV,6
imprévisibles,5pRevizibl,VCCVCVCVCC,4
imprévision,5pRevizj§,VCCVCVCYV,4
imprévoyance,5pRevwaj@s,VCCVCYVYVC,4
imprévoyant,5pRevwaj@,VCCVCYVYV,4
imprévoyante,5pRevwaj@t,VCCVCYVYVC,4
imprévoyants,5pRevwaj@,VCCVCYVYV,4
imprévu,5pRevy,VCCVCV,3
imprévu,5pRevy,VCCVCV,3
imprévue,5pRevy,VCCVCV,3
imprévues,5pRevy,VCCVCV,3
imprévus,5pRevy,VCCVCV,3
imprévus,5pRevy,VCCVCV,3
impubliable,5pyblijabl,VCVCCVYVCC,4
impubliables,5pyblijabl,VCVCCVYVCC,4
impubère,5pybER,VCVCVC,3
impubères,5pybER,VCVCVC,3
impudemment,5pydam@,VCVCVCV,4
impudence,5pyd@s,VCVCVC,3
impudences,5pyd@s,VCVCVC,3
impudent,5pyd@,VCVCV,3
impudente,5pyd@t,VCVCVC,3
impudentes,5pyd@t,VCVCVC,3
impudents,5pyd@,VCVCV,3
impudeur,5pyd9R,VCVCVC,3
impudeurs,5pyd9R,VCVCVC,3
impudicité,5pydisite,VCVCVCVCV,5
impudique,5pydik,VCVCVC,3
impudiquement,5pydik°m@,VCVCVCVCV,5
impudiques,5pydik,VCVCVC,3
impuissance,5p8is@s,VCYVCVC,3
impuissances,5p8is@s,VCYVCVC,3
impuissant,5p8is@,VCYVCV,3
impuissant,5p8is@,VCYVCV,3
impuissante,5p8is@t,VCYVCVC,3
impuissantes,5p8is@t,VCYVCVC,3
impuissants,5p8is@,VCYVCV,3
impuissants,5p8is@,VCYVCV,3
impulsif,5pylsif,VCVCCVC,3
impulsif,5pylsif,VCVCCVC,3
impulsifs,5pylsif,VCVCCVC,3
impulsifs,5pylsif,VCVCCVC,3
impulsion,5pylsj§,VCVCCYV,3
impulsions,5pylsj§,VCVCCYV,3
impulsions,5pylsj§,VCVCCYV,3
impulsive,5pylsiv,VCVCCVC,3
impulsive,5pylsiv,VCVCCVC,3
impulsivement,5pylsiv°m@,VCVCCVCVCV,5
impulsives,5pylsiv,VCVCCVC,3
impulsivité,5pylsivite,VCVCCVCVCV,5
impuni,5pyni,VCVCV,3
impunie,5pyni,VCVCV,3
impunis,5pyni,VCVCV,3
impunité,5pynite,VCVCVCV,4
impunément,5pynem@,VCVCVCV,4
impur,5pyR,VCVC,2
impure,5pyR,VCVC,2
impures,5pyR,VCVC,2
impureté,5pyR°te,VCVCVCV,4
impuretés,5pyR°te,VCVCVCV,4
impurs,5pyR,VCVC,2
imputable,5pytabl,VCVCVCC,3
imputables,5pytabl,VCVCVCC,3
imputai,5pytE,VCVCV,3
imputaient,5pytE,VCVCV,3
imputais,5pytE,VCVCV,3
imputait,5pytE,VCVCV,3
imputant,5pyt@,VCVCV,3
imputasse,5pytas,VCVCVC,3
imputation,5pytasj§,VCVCVCYV,4
imputations,5pytasj§,VCVCVCYV,4
impute,5pyt,VCVC,2
imputer,5pyte,VCVCV,3
imputera,5pyt°Ra,VCVCVCV,4
imputerai,5pyt°RE,VCVCVCV,4
imputeront,5pyt°R§,VCVCVCV,4
imputrescible,5pytResibl,VCVCCVCVCC,4
imputrescibles,5pytResibl,VCVCCVCVCC,4
imputât,5pyta,VCVCV,3
imputèrent,5pytER,VCVCVC,3
imputé,5pyte,VCVCV,3
imputée,5pyte,VCVCV,3
imputées,5pyte,VCVCV,3
imputés,5pyte,VCVCV,3
impécunieuse,5pekynj2z,VCVCVCYVC,4
impécunieux,5pekynj2,VCVCVCYV,4
impécuniosité,5pekynjozite,VCVCVCYVCVCV,6
impédance,5ped@s,VCVCVC,3
impénitent,5penit@,VCVCVCV,4
impénitente,5penit@t,VCVCVCVC,4
impénitents,5penit@,VCVCVCV,4
impénétrabilité,5penetRabilite,VCVCVCCVCVCVCV,7
impénétrable,5penetRabl,VCVCVCCVCC,4
impénétrables,5penetRabl,VCVCVCCVCC,4
impératif,5peRatif,VCVCVCVC,4
impératif,5peRatif,VCVCVCVC,4
impératifs,5peRatif,VCVCVCVC,4
impératifs,5peRatif,VCVCVCVC,4
impérative,5peRativ,VCVCVCVC,4
impérativement,5peRativ°m@,VCVCVCVCVCV,6
impératives,5peRativ,VCVCVCVC,4
impératrice,5peRatRis,VCVCVCCVC,4
impératrices,5peRatRis,VCVCVCCVC,4
impérial,5peRjal,VCVCYVC,3
impériale,5peRjal,VCVCYVC,3
impériale,5peRjal,VCVCYVC,3
impériales,5peRjal,VCVCYVC,3
impériales,5peRjal,VCVCYVC,3
impérialisation,5peRjalizasj§,VCVCYVCVCVCYV,6
impérialisme,5peRjalizm,VCVCYVCVCC,4
impérialiste,5peRjalist,VCVCYVCVCC,4
impérialiste,5peRjalist,VCVCYVCVCC,4
impérialistes,5peRjalist,VCVCYVCVCC,4
impérialistes,5peRjalist,VCVCYVCVCC,4
impériaux,5peRjo,VCVCYV,3
impérieuse,5peRj2z,VCVCYVC,3
impérieusement,5peRj2z°m@,VCVCYVCVCV,5
impérieuses,5peRj2z,VCVCYVC,3
impérieux,5peRj2,VCVCYV,3
impérissable,5peRisabl,VCVCVCVCC,4
impérissables,5peRisabl,VCVCVCVCC,4
impéritie,5peRisi,VCVCVCV,4
impétigo,5petigo,VCVCVCV,4
impétrant,5petR@,VCVCCV,3
impétrante,5petR@t,VCVCCVC,3
impétrants,5petR@,VCVCCV,3
impétueuse,5pet82z,VCVCYVC,3
impétueusement,5pet82z°m@,VCVCYVCVCV,5
impétueuses,5pet82z,VCVCYVC,3
impétueux,5pet82,VCVCYV,3
impétuosité,5pet8ozite,VCVCYVCVCV,5
impôt,5po,VCV,2
impôts,5po,VCV,2
in,in,VC,1
in absentia,inabsEntja,VCVCCVCCYV,4
in abstracto,inapstRakto,VCVCCCCVCCV,4
in anima vili,inanimavili,VCVCVCVCVCV,6
in cauda venenum,inkodavenenOm,VCCVCVCVCVCVC,6
in extenso,inEkst5so,VCVCCCVCV,4
in extremis,inEkstRemis,VCVCCCCVCVC,4
in memoriam,inm°moRjam,VCCVCVCYVC,4
in pace,inpas,VCCVC,2
in petto,inpeto,VCCVCV,3
in utero,inyteRo,VCVCVCV,4
in utero,inyteRo,VCVCVCV,4
in vino veritas,invinovERitas,VCCVCVCVCVCVC,6
in vitro,invitRo,VCCVCCV,3
in vitro,invitRo,VCCVCCV,3
in vivo,invivo,VCCVCV,3
in-bord,inbORd,VCCVCC,2
in-bord,inbORd,VCCVCC,2
in-folio,infoljo,VCCVCYV,3
in-folio,infoljo,VCCVCYV,3
in-folios,infoljo,VCCVCYV,3
in-octavo,inOktavo,VCVCCVCV,4
in-octavo,inOktavo,VCVCCVCV,4
in-octavos,inOktavo,VCVCCVCV,4
in-quarto,inkwaRto,VCCYVCCV,3
in-quarto,inkwaRto,VCCYVCCV,3
in-seize,insEz,VCCVC,2
inabordable,inabORdabl,VCVCVCCVCC,4
inabouti,inabuti,VCVCVCV,4
inaboutie,inabuti,VCVCVCV,4
inacceptable,inaksEptabl,VCVCCVCCVCC,4
inacceptables,inaksEptabl,VCVCCVCCVCC,4
inaccessibilité,inaksEsibilite,VCVCCVCVCVCVCV,7
inaccessible,inaksesibl,VCVCCVCVCC,4
inaccessibles,inaksesibl,VCVCCVCVCC,4
inaccompli,inak§pli,VCVCVCCV,4
inaccomplis,inak§pli,VCVCVCCV,4
inaccomplissement,inak§plis°m@,VCVCVCCVCVCV,6
inaccoutumé,inakutyme,VCVCVCVCV,5
inaccoutumée,inakutyme,VCVCVCVCV,5
inaccoutumées,inakutyme,VCVCVCVCV,5
inachevé,inaS°ve,VCVCVCV,4
inachevée,inaS°ve,VCVCVCV,4
inachevées,inaS°ve,VCVCVCV,4
inachevés,inaS°ve,VCVCVCV,4
inachèvement,inaSEv°m@,VCVCVCVCV,5
inactif,inaktif,VCVCCVC,3
inactif,inaktif,VCVCCVC,3
inactifs,inaktif,VCVCCVC,3
inactifs,inaktif,VCVCCVC,3
inaction,inaksj§,VCVCCYV,3
inactivation,inaktivasj§,VCVCCVCVCYV,5
inactive,inaktiv,VCVCCVC,3
inactives,inaktiv,VCVCCVC,3
inactivité,inaktivite,VCVCCVCVCV,5
inactivé,inaktive,VCVCCVCV,4
inactuel,inakt8El,VCVCCYVC,3
inadaptable,inadaptabl,VCVCVCCVCC,4
inadaptation,inadaptasj§,VCVCVCCVCYV,5
inadapté,inadapte,VCVCVCCV,4
inadapté,inadapte,VCVCVCCV,4
inadaptée,inadapte,VCVCVCCV,4
inadaptée,inadapte,VCVCVCCV,4
inadaptées,inadapte,VCVCVCCV,4
inadaptés,inadapte,VCVCVCCV,4
inadaptés,inadapte,VCVCVCCV,4
inadmissible,inadmisibl,VCVCCVCVCC,4
inadmissibles,inadmisibl,VCVCCVCVCC,4
inadvertance,inadvERt@s,VCVCCVCCVC,4
inadvertances,inadvERt@s,VCVCCVCCVC,4
inadéquat,inadekwa,VCVCVCYV,4
inadéquate,inadekwat,VCVCVCYVC,4
inadéquatement,inadekwat°m@,VCVCVCYVCVCV,6
inadéquates,inadekwat,VCVCVCYVC,4
inadéquation,inadekwasj§,VCVCVCYVCYV,5
inadéquats,inadekwa,VCVCVCYV,4
inaliénable,inaljenabl,VCVCYVCVCC,4
inaliénables,inaljenabl,VCVCYVCVCC,4
inaltérable,inalteRabl,VCVCCVCVCC,4
inaltérables,inalteRabl,VCVCCVCVCC,4
inaltéré,inalteRe,VCVCCVCV,4
inaltérée,inalteRe,VCVCCVCV,4
inaltérées,inalteRe,VCVCCVCV,4
inaltérés,inalteRe,VCVCCVCV,4
inamical,inamikal,VCVCVCVC,4
inamicale,inamikal,VCVCVCVC,4
inamicaux,inamiko,VCVCVCV,4
inamovible,inamovibl,VCVCVCVCC,4
inamovibles,inamovibl,VCVCVCVCC,4
inanalysable,inanalizabl,VCVCVCVCVCC,5
inanalysables,inanalizabl,VCVCVCVCVCC,5
inane,inan,VCVC,2
inanimation,inanimasj§,VCVCVCVCYV,5
inanimé,inanime,VCVCVCV,4
inanimée,inanime,VCVCVCV,4
inanimées,inanime,VCVCVCV,4
inanimés,inanime,VCVCVCV,4
